locus_tag	ftype	gene	EC_number	product
LFT_02300	CDS	dnaG	2.7.7.-	DNA primase
LFT_02301	CDS			hypothetical protein
LFT_02302	CDS	rpsU		30S ribosomal protein S21
LFT_02303	CDS	hup_1		DNA-binding protein HU
LFT_02304	CDS			putative HIT-like protein
LFT_02305	CDS	hisI	3.5.4.19	Phosphoribosyl-AMP cyclohydrolase
LFT_02306	CDS	hisF	4.1.3.-	Imidazole glycerol phosphate synthase subunit HisF
LFT_02307	CDS	priA_1	5.3.1.16	Phosphoribosyl isomerase A
LFT_02308	CDS	hisH	2.4.2.-	Imidazole glycerol phosphate synthase subunit HisH
LFT_02309	CDS	hisB	4.2.1.19	Imidazoleglycerol-phosphate dehydratase
LFT_02310	CDS	hisC2	2.6.1.9	Histidinol-phosphate aminotransferase 2
LFT_02311	CDS	hisD	1.1.1.23	Histidinol dehydrogenase
LFT_02312	CDS	hisG	2.4.2.17	ATP phosphoribosyltransferase
LFT_02313	CDS	murA	2.5.1.7	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
LFT_02314	CDS	prmC	2.1.1.297	Release factor glutamine methyltransferase
LFT_02315	CDS	prfA		Peptide chain release factor 1
LFT_02316	CDS	rpmE		50S ribosomal protein L31
LFT_02317	CDS	rho	3.6.4.-	Transcription termination factor Rho
LFT_02318	CDS			hypothetical protein
	sig_peptide			putative signal peptide
LFT_02319	CDS	hdaH	3.5.1.-	Histone deacetylase-like amidohydrolase
LFT_02320	CDS			hypothetical protein
LFT_02321	CDS			hypothetical protein
LFT_02322	CDS	fbp	3.1.3.11	Fructose-1,6-bisphosphatase class 1
LFT_02323	CDS			hypothetical protein
LFT_02324	CDS	safD	1.2.1.73	Sulfoacetaldehyde dehydrogenase
LFT_02325	CDS			hypothetical protein
LFT_02326	CDS	thyX	2.1.1.148	Flavin-dependent thymidylate synthase
LFT_02327	CDS	phoU		Phosphate-specific transport system accessory protein PhoU 
LFT_02328	CDS	pstB3	3.6.3.27	Phosphate import ATP-binding protein PstB 3
LFT_02329	CDS	pstA		Phosphate transport system permease protein PstA
LFT_02330	CDS	pstC		Phosphate transport system permease protein PstC
LFT_02331	CDS			hypothetical protein
LFT_02332	CDS	pstS1_1		Phosphate-binding protein PstS1
	sig_peptide			putative signal peptide
LFT_02333	CDS			hypothetical protein
LFT_02334	CDS	phoP_3		Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
LFT_02335	CDS			hypothetical protein
	sig_peptide			putative signal peptide
LFT_02336	CDS			hypothetical protein
LFT_02337	CDS	purA	6.3.4.4	Adenylosuccinate synthetase
LFT_02338	CDS			hypothetical protein
LFT_02339	CDS			hypothetical protein
LFT_02340	CDS	ubiB	2.7.-.-	putative protein kinase UbiB
LFT_02341	CDS			hypothetical protein
LFT_02342	CDS			hypothetical protein
LFT_02343	CDS			hypothetical protein
LFT_02344	CDS	bamB_2		Outer membrane protein assembly factor BamB
LFT_02345	CDS			hypothetical protein
LFT_02346	CDS	mrcB		Penicillin-binding protein 1B
LFT_02347	tRNA			tRNA-Gln(ctg)
LFT_02348	CDS	bcsZ	3.2.1.4	Endoglucanase
	sig_peptide			putative signal peptide
LFT_02349	CDS	acsAB		Cellulose synthase 1
	sig_peptide			putative signal peptide
LFT_02350	CDS	bcsA_2	2.4.1.12	Cellulose synthase catalytic subunit [UDP-forming]
LFT_02351	CDS			hypothetical protein
LFT_02352	CDS	bcsA_3	2.4.1.12	Cellulose synthase catalytic subunit [UDP-forming]
LFT_02353	CDS	bepA_9	3.4.-.-	Beta-barrel assembly-enhancing protease
LFT_02354	CDS			hypothetical protein
LFT_02355	CDS			hypothetical protein
LFT_02356	CDS			hypothetical protein
LFT_02357	CDS			hypothetical protein
LFT_02358	CDS			hypothetical protein
LFT_02359	CDS	nuoL_5	1.6.5.11	NADH-quinone oxidoreductase subunit L
LFT_02360	CDS	nifA		Nif-specific regulatory protein
LFT_02361	CDS	fliM		Flagellar motor switch protein FliM
LFT_02362	CDS	macA_3		Macrolide export protein MacA
LFT_02363	CDS	macB	3.6.3.-	Macrolide export ATP-binding/permease protein MacB
LFT_02364	CDS	yknY	3.6.3.-	putative ABC transporter ATP-binding protein YknY
LFT_02365	CDS	ppa	3.6.1.1	Inorganic pyrophosphatase
LFT_02366	CDS			hypothetical protein
LFT_02367	CDS			hypothetical protein
LFT_02368	CDS			hypothetical protein
LFT_02369	CDS			hypothetical protein
LFT_02370	CDS	rfaQ_3	2.-.-.-	Lipopolysaccharide core heptosyltransferase RfaQ
LFT_02371	CDS			hypothetical protein
LFT_02372	CDS			hypothetical protein
LFT_02373	CDS	tam_2	2.1.1.144	Trans-aconitate 2-methyltransferase
LFT_02374	CDS	ykvP		Spore protein YkvP
LFT_02375	CDS			hypothetical protein
LFT_02376	CDS	fliS		Flagellar protein FliS
LFT_02377	CDS	fliD		B-type flagellar hook-associated protein 2
LFT_02378	CDS	hag_1		Flagellin
LFT_02379	CDS	fliW		Flagellar assembly factor FliW
LFT_02380	CDS	csrA		Carbon storage regulator 
LFT_02381	CDS	flgL		Flagellar hook-associated protein 3
LFT_02382	CDS	flgK		Flagellar hook-associated protein 1
LFT_02383	CDS			hypothetical protein
LFT_02384	CDS			hypothetical protein
LFT_02385	CDS	hag_2		Flagellin
LFT_02386	CDS			hypothetical protein
LFT_02387	CDS	flgI		Flagellar P-ring protein
	sig_peptide			putative signal peptide
LFT_02388	CDS	flgH		Flagellar L-ring protein
	sig_peptide			putative signal peptide
LFT_02389	CDS			hypothetical protein
LFT_02390	CDS	flgG_1		Flagellar basal-body rod protein FlgG
LFT_02391	CDS			hypothetical protein
LFT_02392	CDS	flgG_2		Flagellar basal-body rod protein FlgG
LFT_02393	CDS		4.3.2.3	Ureidoglycolate lyase
LFT_02394	CDS	dapB	1.17.1.8	4-hydroxy-tetrahydrodipicolinate reductase
LFT_02395	CDS	dapA	4.3.3.7	4-hydroxy-tetrahydrodipicolinate synthase
LFT_02396	CDS			hypothetical protein
LFT_02397	CDS	lysA	4.1.1.20	Diaminopimelate decarboxylase
LFT_02398	CDS	argH	4.3.2.1	Argininosuccinate lyase
LFT_02399	CDS	argG	6.3.4.5	Argininosuccinate synthase
LFT_02400	CDS	argF	2.1.3.3	Ornithine carbamoyltransferase
LFT_02401	CDS	argD	2.6.1.11	Acetylornithine aminotransferase
LFT_02402	CDS	kch_2		Voltage-gated potassium channel Kch
LFT_02403	CDS	yajR		Inner membrane transport protein YajR
LFT_02404	CDS			hypothetical protein
LFT_02405	CDS			hypothetical protein
LFT_02406	CDS	ubiA	2.5.1.-	4-hydroxybenzoate octaprenyltransferase
LFT_02407	CDS			hypothetical protein
LFT_02408	CDS	fom3_2	2.1.1.308	2-hydroxyethylphosphonate methyltransferase
LFT_02409	CDS			hypothetical protein
LFT_02410	CDS	ubiE_2	2.1.1.163	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
LFT_02411	CDS			hypothetical protein
LFT_02412	CDS	gppA_2	3.6.1.40	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
LFT_02413	CDS	tmk_3	2.7.4.9	Thymidylate kinase
LFT_02414	CDS	tmk_4	2.7.4.9	Thymidylate kinase
LFT_02415	CDS		3.2.1.14	Exochitinase 1
	sig_peptide			putative signal peptide
LFT_02416	CDS	rpiB	5.3.1.6	Ribose-5-phosphate isomerase B
LFT_02417	CDS	glyA	2.1.2.1	Serine hydroxymethyltransferase
LFT_02418	CDS	nrdR		Transcriptional repressor NrdR
LFT_02419	CDS	priA_2	3.6.4.-	Primosomal protein N'
LFT_02420	CDS			hypothetical protein
LFT_02421	CDS			hypothetical protein
LFT_02422	CDS	dsbD	1.8.1.8	Thiol:disulfide interchange protein DsbD
LFT_02423	CDS	resA_2		Thiol-disulfide oxidoreductase ResA
	sig_peptide			putative signal peptide
LFT_02424	CDS	resA_3		Thiol-disulfide oxidoreductase ResA
LFT_02425	CDS	ccsA_2		Cytochrome c biogenesis protein CcsA
LFT_02426	CDS	ccsB		Cytochrome c biogenesis protein CcsB
LFT_02427	CDS			hypothetical protein
LFT_02428	CDS	mkl		putative ribonucleotide transport ATP-binding protein mkl
LFT_02429	CDS	mlaE_3		putative phospholipid ABC transporter permease protein MlaE
LFT_02430	CDS	alr1	5.1.1.1	Alanine racemase 1
LFT_02431	CDS	frr		Ribosome-recycling factor
LFT_02432	CDS	pyrH	2.7.4.22	Uridylate kinase
LFT_02433	CDS	tsf		Elongation factor Ts
LFT_02434	CDS	rpsB		30S ribosomal protein S2
LFT_02435	CDS	argJ		Arginine biosynthesis bifunctional protein ArgJ
LFT_02436	CDS	argC	1.2.1.38	N-acetyl-gamma-glutamyl-phosphate reductase
LFT_02437	CDS	rpsI		30S ribosomal protein S9
LFT_02438	CDS	rplM		50S ribosomal protein L13
LFT_02439	CDS	hpnP_3	2.1.1.-	Hopanoid C-2 methylase
LFT_02440	CDS	fdx_2		Ferredoxin
LFT_02441	CDS			hypothetical protein
LFT_02442	CDS	folB	4.1.2.25	Dihydroneopterin aldolase
LFT_02443	CDS			hypothetical protein
LFT_02444	CDS	rng	3.1.26.-	Ribonuclease G
LFT_02445	CDS	mrdB	2.4.1.129	Peptidoglycan glycosyltransferase MrdB
LFT_02446	CDS	mrdA	3.4.16.4	Peptidoglycan D,D-transpeptidase MrdA
LFT_02447	CDS			hypothetical protein
LFT_02448	CDS	mreC		Cell shape-determining protein MreC
LFT_02449	CDS	mreB		Rod shape-determining protein MreB
LFT_02450	CDS			hypothetical protein
LFT_02451	CDS	rpe	5.1.3.1	Ribulose-phosphate 3-epimerase
LFT_02452	CDS	htpX	3.4.24.-	Protease HtpX 
LFT_02453	CDS	fmt	2.1.2.9	Methionyl-tRNA formyltransferase
LFT_02454	CDS	def_1	3.5.1.88	Peptide deformylase
LFT_02455	CDS			hypothetical protein
	sig_peptide			putative signal peptide
LFT_02456	CDS	estB_2	3.1.1.1	Carboxylesterase 2
LFT_02457	CDS			hypothetical protein
LFT_02458	CDS	vgb	4.2.99.-	Virginiamycin B lyase
	sig_peptide			putative signal peptide
LFT_02459	CDS			hypothetical protein
LFT_02460	CDS	trxB	1.8.1.9	Thioredoxin reductase
LFT_02461	CDS	tolC_5		Outer membrane protein TolC
	sig_peptide			putative signal peptide
LFT_02462	CDS	czcB_2		Cobalt-zinc-cadmium resistance protein CzcB
LFT_02463	CDS	zraR_9		Transcriptional regulatory protein ZraR
LFT_02464	CDS	ygfZ		tRNA-modifying protein YgfZ
LFT_02465	CDS	czcA_5		Cobalt-zinc-cadmium resistance protein CzcA
LFT_02466	CDS	macA_4		Macrolide export protein MacA
LFT_02467	CDS		2.4.1.18	1,4-alpha-glucan branching enzyme
LFT_02468	CDS			hypothetical protein
LFT_02469	CDS	galT	2.7.7.12	Galactose-1-phosphate uridylyltransferase
LFT_02470	CDS	amyA_1	3.2.1.1	Alpha-amylase 1
LFT_02471	CDS	amyA_2	3.2.1.1	Alpha-amylase 1
LFT_02472	CDS			hypothetical protein
LFT_02473	CDS	glgC	2.7.7.27	Glucose-1-phosphate adenylyltransferase
LFT_02474	CDS			hypothetical protein
LFT_02475	CDS	nasE	1.7.1.4	Assimilatory nitrite reductase [NAD(P)H] small subunit
LFT_02476	CDS			hypothetical protein
LFT_02477	CDS		3.4.-.-	putative peptidase
LFT_02478	CDS			hypothetical protein
LFT_02479	CDS	cusB_3		Cation efflux system protein CusB
LFT_02480	CDS	czcA_6		Cobalt-zinc-cadmium resistance protein CzcA
LFT_02481	tRNA			tRNA-Val(gac)
LFT_02482	CDS	hup_2		DNA-binding protein HU
LFT_02483	CDS			hypothetical protein
LFT_02484	CDS	clpB_2		Chaperone protein ClpB
LFT_02485	CDS			hypothetical protein
LFT_02486	CDS	cbpA		Curved DNA-binding protein
LFT_02487	CDS	nadB	1.4.3.16	L-aspartate oxidase
LFT_02488	CDS			hypothetical protein
	sig_peptide			putative signal peptide
LFT_02489	CDS	gltX	6.1.1.17	Glutamate--tRNA ligase
LFT_02490	CDS			hypothetical protein
LFT_02491	CDS			hypothetical protein
LFT_02492	CDS			hypothetical protein
LFT_02493	CDS			hypothetical protein
LFT_02494	CDS	rsxB		Electron transport complex subunit RsxB
LFT_02495	CDS	padE_1	1.2.1.58	NADH-dependent phenylglyoxylate dehydrogenase subunit gamma
	sig_peptide			putative signal peptide
LFT_02496	CDS		1.2.7.10	Oxalate oxidoreductase subunit beta
LFT_02497	CDS	padG	1.2.1.58	NADH-dependent phenylglyoxylate dehydrogenase subunit alpha
LFT_02498	CDS			hypothetical protein
LFT_02499	CDS			hypothetical protein
LFT_02500	CDS	padE_2	1.2.1.58	NADH-dependent phenylglyoxylate dehydrogenase subunit gamma
LFT_02501	CDS		1.2.7.10	Oxalate oxidoreductase subunit beta
LFT_02502	CDS		1.2.7.10	Oxalate oxidoreductase subunit alpha
LFT_02503	CDS	dnaJ_3		Chaperone protein DnaJ
LFT_02504	CDS			hypothetical protein
LFT_02505	CDS	hemL	5.4.3.8	Glutamate-1-semialdehyde 2,1-aminomutase
LFT_02506	CDS	gmhA	5.3.1.28	Phosphoheptose isomerase
LFT_02507	CDS		2.7.7.70	D-beta-D-heptose 1-phosphate adenylyltransferase
LFT_02508	CDS	mfd	3.6.4.-	Transcription-repair-coupling factor
LFT_02509	CDS		5.2.1.8	Putative peptidyl-prolyl cis-trans isomerase
	sig_peptide			putative signal peptide
LFT_02510	CDS	prsA2	5.2.1.8	Foldase protein PrsA 2
LFT_02511	CDS	surA	5.2.1.8	Chaperone SurA
LFT_02512	CDS	engB		putative GTP-binding protein EngB
LFT_02513	CDS	anmK	2.7.1.170	Anhydro-N-acetylmuramic acid kinase
LFT_02514	CDS	hddC_2	2.7.7.71	D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase
LFT_02515	CDS			hypothetical protein
LFT_02516	CDS			hypothetical protein
LFT_02517	CDS	mutM	3.2.2.23	Formamidopyrimidine-DNA glycosylase
LFT_02518	CDS			hypothetical protein
LFT_02519	tRNA			tRNA-Val(cac)
LFT_02520	CDS	ileS	6.1.1.5	Isoleucine--tRNA ligase
LFT_02521	CDS	lspA	3.4.23.36	Lipoprotein signal peptidase
LFT_02522	CDS	bepA_10	3.4.-.-	Beta-barrel assembly-enhancing protease
LFT_02523	CDS	rluD	5.4.99.23	Ribosomal large subunit pseudouridine synthase D
LFT_02524	CDS			hypothetical protein
LFT_02525	CDS	ispB	2.5.1.90	Octaprenyl diphosphate synthase
LFT_02526	CDS			hypothetical protein
LFT_02527	CDS			hypothetical protein
LFT_02528	CDS	suhB	3.1.3.25	Inositol-1-monophosphatase
LFT_02529	CDS			hypothetical protein
LFT_02530	CDS	ppcA_1	4.1.1.31	Phosphoenolpyruvate carboxylase
LFT_02531	CDS	ppcA_2	4.1.1.31	Phosphoenolpyruvate carboxylase
LFT_02532	CDS	ppcA_3	4.1.1.31	Phosphoenolpyruvate carboxylase
LFT_02533	CDS			hypothetical protein
LFT_02534	CDS			hypothetical protein
LFT_02535	CDS	lpxC	3.5.1.108	UDP-3-O-acyl-N-acetylglucosamine deacetylase
LFT_02536	CDS			hypothetical protein
LFT_02537	CDS			hypothetical protein
LFT_02538	CDS	fdx_3		2Fe-2S ferredoxin
LFT_02539	CDS	tusA_3	2.8.1.-	Sulfurtransferase TusA
LFT_02540	CDS			hypothetical protein
LFT_02541	CDS	rnc_2	3.1.26.3	Ribonuclease 3
LFT_02542	CDS	polC	2.7.7.7	DNA polymerase III PolC-type
LFT_02543	CDS	mnmA	2.8.1.13	tRNA-specific 2-thiouridylase MnmA
LFT_02544	CDS			hypothetical protein
LFT_02545	CDS	spo0C		Chromosome-partitioning protein Spo0J
LFT_02546	CDS	parA		Chromosome partitioning protein ParA
LFT_02547	CDS	rsmG	2.1.1.-	Ribosomal RNA small subunit methyltransferase G
LFT_02548	CDS	mnmG		tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
LFT_02549	CDS	mnmE	3.6.-.-	tRNA modification GTPase MnmE
LFT_02550	CDS	yidC		Membrane protein insertase YidC
LFT_02551	CDS	rplI		50S ribosomal protein L9
LFT_02552	CDS			hypothetical protein
LFT_02553	CDS			hypothetical protein
LFT_02554	CDS	mscL		Large-conductance mechanosensitive channel
LFT_02555	CDS			hypothetical protein
LFT_02556	CDS	cbiD	2.1.1.195	Cobalt-precorrin-5B C(1)-methyltransferase
LFT_02557	CDS	cbiET_1		Cobalamin biosynthesis bifunctional protein CbiET
LFT_02558	CDS	cbiET_2		Cobalamin biosynthesis bifunctional protein CbiET
LFT_02559	CDS	cbiG	3.7.1.12	Cobalt-precorrin-5A hydrolase
LFT_02560	CDS		2.1.1.272	Cobalt-factor III methyltransferase
LFT_02561	CDS	cobO	2.5.1.17	Cob(I)yrinic acid a,c-diamide adenosyltransferase
LFT_02562	CDS	def_2	3.5.1.88	Peptide deformylase
LFT_02563	CDS	pyrF	4.1.1.23	Orotidine 5'-phosphate decarboxylase
LFT_02564	CDS	prmA	2.1.1.-	Ribosomal protein L11 methyltransferase
LFT_02565	CDS			hypothetical protein
LFT_02566	CDS	ykuV_2	1.8.-.-	Thiol-disulfide oxidoreductase YkuV
	sig_peptide			putative signal peptide
LFT_02567	CDS	thpR	3.1.4.-	RNA 2',3'-cyclic phosphodiesterase
LFT_02568	CDS			hypothetical protein
LFT_02569	CDS	pstS1_2		Phosphate-binding protein PstS1
LFT_02570	CDS			hypothetical protein
LFT_02571	CDS			Ribulose bisphosphate carboxylase-like protein
LFT_02572	CDS	hpnR	2.1.1.-	Hopanoid C-3 methylase
LFT_02573	CDS	bepA_11	3.4.-.-	Beta-barrel assembly-enhancing protease
	sig_peptide			putative signal peptide
LFT_02574	CDS	bepA_12	3.4.-.-	Beta-barrel assembly-enhancing protease
LFT_02575	CDS			hypothetical protein
LFT_02576	CDS			hypothetical protein
LFT_02577	CDS	fosA	2.5.1.18	Glutathione transferase FosA
LFT_02578	CDS			hypothetical protein
LFT_02579	CDS			hypothetical protein
LFT_02580	CDS			hypothetical protein
LFT_02581	CDS	nadA	2.5.1.72	Quinolinate synthase A
LFT_02582	CDS	asd	1.2.1.11	Aspartate-semialdehyde dehydrogenase
LFT_02583	CDS	leuB	1.1.1.85	3-isopropylmalate dehydrogenase
LFT_02584	CDS	leuA_3	2.3.3.13	2-isopropylmalate synthase
LFT_02585	CDS			hypothetical protein
LFT_02586	CDS	psd	4.1.1.65	Phosphatidylserine decarboxylase proenzyme
LFT_02587	CDS	ilvC	1.1.1.86	Ketol-acid reductoisomerase (NADP(+))
LFT_02588	CDS	ilvB	2.2.1.6	Acetolactate synthase large subunit
